# ecldata4a.ecl
sha256: 797c83391c77d386abd264249224821be3d878fcf73b2bd71189dbfd3776f6cf
header: subroutines=61 timelines=2 data_end=0x0000c2bc

## timeline 0 [0x0000a2b4, 0x0000bafc)
0x0000a2b4 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x00004010 t=   480 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0003  sub_float args=[0x461c9400(s=1176278016,f=10021), 0x461c9c00(s=1176280064,f=10023)]
0x00004024 t=   490 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0098  fire mode=2 type=11 color=15 count=(1,$i32(10007)) speed=($f(10020),0.9) angle=(0,$f(10022)) flags=0x00000202
0x00004050 t=   500 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0098  fire mode=2 type=11 color=15 count=(1,$i32(10007)) speed=($f(10020),0.9) angle=(0,$f(10021)) flags=0x00000202
0x0000407c t=   500 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0001  add_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00004090 t=   500 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x000000b4(s=180,f=2.522337e-43), 0xfffff824(s=-2012,f=nan)]
0x000040a4 sub-footer

## sub 27 [0x000040b0, 0x00004244)
0x000040b0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00002772(s=10098,f=1.415031e-41)]
0x000040c4 t=     0 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002710(s=10000,f=1.401298e-41), 0x00000002(s=2,f=2.802597e-45), 0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x000040e0 t=     0 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000040ec t=     0 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x000040fc t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000008(s=8,f=1.121039e-44)]
0x0000410c t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000000(s=0,f=0)]
0x0000411c t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x0000412c t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00000190(s=400,f=5.605194e-43)]
0x0000413c t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002743(s=10051,f=1.408445e-41), 0x00ffa0a0(s=16752800,f=2.347567e-38)]
0x00004158 t=     0 op=0x00b0 size=16 b08=0x00 diff=0xff pmask=0x0000  configure_last_spell_state args=[0x00000001(s=1,f=1.401298e-45)]
0x00004168 t=    70 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000005(s=5,f=7.006492e-45)]
0x00004178 t=    70 op=0x008b size=24 b08=0x00 diff=0xff pmask=0x0000  spawn_effect args=[0x00000028(s=40,f=5.605194e-44), 0x00000001(s=1,f=1.401298e-45), 0xffffffff(s=-1,f=nan)]
0x00004190 t=    74 op=0x008b size=24 b08=0x00 diff=0xff pmask=0x0000  spawn_effect args=[0x00000028(s=40,f=5.605194e-44), 0x00000001(s=1,f=1.401298e-45), 0xffffd0d0(s=-12080,f=nan)]
0x000041a8 t=    78 op=0x008b size=24 b08=0x00 diff=0xff pmask=0x0000  spawn_effect args=[0x00000028(s=40,f=5.605194e-44), 0x00000001(s=1,f=1.401298e-45), 0xffff8080(s=-32640,f=nan)]
0x000041c0 t=    82 op=0x008b size=24 b08=0x00 diff=0xff pmask=0x0000  spawn_effect args=[0x00000028(s=40,f=5.605194e-44), 0x00000001(s=1,f=1.401298e-45), 0xffff4040(s=-49088,f=nan)]
0x000041d8 t=   132 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x0000000f(s=15,f=2.101948e-44)]
0x000041e8 t=   132 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000008(s=8,f=1.121039e-44)]
0x000041f8 t=   132 op=0x00ad size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_pause_during_bomb_or_transition args=[0x00000001(s=1,f=1.401298e-45)]
0x00004208 t=   132 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000003(s=3,f=4.203895e-45)]
0x00004218 t=   132 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x0000003b(s=59,f=8.267661e-44)]
0x00004228 t=   132 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000036(s=54,f=7.567012e-44)]
0x00004238 sub-footer

## sub 28 [0x00004244, 0x000049d8)
0x00004244 t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43d00000(s=1137704960,f=416)]
0x00004260 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x00004270 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000013(s=19,f=2.662467e-44)]
0x00004280 t=     0 op=0x0069 size=16 b08=0x00 diff=0xff pmask=0x0000  set_fire_delay args=[0x00000000(s=0,f=0)]
0x00004290 t=     0 op=0x005f size=12 b08=0x00 diff=0xff pmask=0x0000  clear_active_enemies_with_score_items args=[]
0x0000429c t=     0 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0xffffffff(s=-1,f=nan), 0xffffffff(s=-1,f=nan)]
0x000042b0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000004(s=4,f=5.605194e-45)]
0x000042c0 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x000042d4 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000bb8(s=3000,f=4.203895e-42), 0x00000013(s=19,f=2.662467e-44)]
0x000042e8 t=     0 op=0x0099 size=12 b08=0x00 diff=0xff pmask=0x0000  copy_enemy_end_to_timeout_subroutine args=[]
0x000042f4 t=     0 op=0x0084 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current args=[0x00000000(s=0,f=0)]
0x00004304 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x00004318 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43500000(s=1129316352,f=208)]
0x00004334 t=     0 op=0x007a size=244 b08=0x00 diff=0xf1 pmask=0x0000  start_spell_card id=54 score=22000000 field_00=0 name='夢符「二重結界」' owner='博麗霊夢'
0x00004428 t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=55 score=22000000 field_00=0 name='夢符「二重結界」' owner='博麗霊夢'
0x0000451c t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=56 score=22000000 field_00=0 name='夢境「二重大結界」' owner='博麗霊夢'
0x00004610 t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=57 score=22000000 field_00=0 name='夢境「二重大結界」' owner='博麗霊夢'
0x00004704 t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00004714 t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000012c(s=300,f=4.203895e-43)]
0x00004724 t=    90 op=0x0088 size=20 b08=0x00 diff=0xf3 pmask=0x0000  invoke_enemy_callback args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0)]
0x00004738 t=    90 op=0x0089 size=20 b08=0x00 diff=0xf3 pmask=0x0000  set_enemy_callback args=[0x00000004(s=4,f=5.605194e-45), 0x00000000(s=0,f=0)]
0x0000474c t=    90 op=0x0088 size=20 b08=0x00 diff=0xfc pmask=0x0000  invoke_enemy_callback args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0)]
0x00004760 t=    90 op=0x0089 size=20 b08=0x00 diff=0xfc pmask=0x0000  set_enemy_callback args=[0x00000015(s=21,f=2.942727e-44), 0x00000000(s=0,f=0)]
0x00004774 t=    90 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x0000000d(s=13,f=1.821688e-44)]
0x00004784 t=   190 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00004790 t=   190 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x000047a0 t=   190 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x000047b4 t=   190 op=0x0087 size=20 b08=0x00 diff=0xfe pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000001d(s=29,f=4.063766e-44)]
0x000047c8 t=   190 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f99999a(s=1067030938,f=1.2)]
0x000047dc t=   190 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f99999a(s=1067030938,f=1.2)]
0x000047f0 t=   190 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f99999a(s=1067030938,f=1.2)]
0x00004804 t=   190 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f99999a(s=1067030938,f=1.2)]
0x00004818 t=   190 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f87ae14(s=1065856532,f=1.06)]
0x0000482c t=   190 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f87ae14(s=1065856532,f=1.06)]
0x00004840 t=   190 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f87ae14(s=1065856532,f=1.06)]
0x00004854 t=   190 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f87ae14(s=1065856532,f=1.06)]
0x00004868 t=   190 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000007(s=7,f=9.809089e-45)]
0x0000487c t=   190 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002735(s=10037,f=1.406483e-41), 0x00002730(s=10032,f=1.405783e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00004894 t=   190 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0003  add_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00002735(s=10037,f=1.406483e-41)]
0x000048a8 t=   190 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=11 color=2 count=(2,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x000048d4 t=   190 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3d0efa35(s=1024391733,f=0.03490658)]
0x000048e8 t=   190 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000048f8 t=   191 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x000000be(s=190,f=2.662467e-43), 0xffffffb0(s=-80,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00004910 t=   191 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00004924 t=   191 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002735(s=10037,f=1.406483e-41), 0x00002730(s=10032,f=1.405783e-41), 0x00000004(s=4,f=5.605194e-45)]
0x0000493c t=   191 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0003  add_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00002735(s=10037,f=1.406483e-41)]
0x00004950 t=   191 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=11 color=1 count=(2,1) speed=($f(10018),0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x0000497c t=   191 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3d0efa35(s=1024391733,f=0.03490658)]
0x00004990 t=   191 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000049a0 t=   192 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x000000bf(s=191,f=2.67648e-43), 0xffffffb0(s=-80,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x000049b8 t=   192 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x000000be(s=190,f=2.662467e-43), 0xfffffeb0(s=-336,f=nan)]
0x000049cc sub-footer

## sub 29 [0x000049d8, 0x00004b74)
0x000049d8 t=   400 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x000049ec t=   400 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00004a00 t=   400 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000028(s=40,f=5.605194e-44)]
0x00004a14 t=   400 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001e(s=30,f=4.203895e-44)]
0x00004a28 t=   400 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00004a3c t=   400 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00004a50 t=   400 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00004a64 t=   400 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000007(s=7,f=9.809089e-45)]
0x00004a78 t=   400 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00004a8c t=   400 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000019(s=25,f=3.503246e-44)]
0x00004a9c t=   400 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8000(s=1176272896,f=10016), 0x461cc400(s=1176290304,f=10033), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x00004ab4 t=   400 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3ec90fdb(s=1053364187,f=0.3926991)]
0x00004ac8 t=   400 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0084  fire mode=0 type=11 color=15 count=($i32(10001),1) speed=(2,0.9) angle=(0,$f(10016)) flags=0x00000002
0x00004af4 t=   403 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000190(s=400,f=5.605194e-43), 0xffffff98(s=-104,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00004b0c t=   403 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00004b1c t=   403 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001e(s=30,f=4.203895e-44), 0x00000193(s=403,f=5.647233e-43), 0x0000002c(s=44,f=6.165713e-44)]
0x00004b38 t=   403 op=0x001f size=16 b08=0x00 diff=0xff pmask=0x0001  decrement_int args=[0x00002710(s=10000,f=1.401298e-41)]
0x00004b48 t=   403 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000190(s=400,f=5.605194e-43), 0xffffff30(s=-208,f=nan)]
0x00004b5c t=   403 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00004b68 sub-footer

## sub 30 [0x00004b74, 0x00005390)
0x00004b74 t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0xc3000000(s=-1023410176,f=-128), 0x42400000(s=1111490560,f=48), 0x44000000(s=1140850688,f=512), 0x43000000(s=1124073472,f=128)]
0x00004b90 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000003(s=3,f=4.203895e-45)]
0x00004ba0 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000016(s=22,f=3.082857e-44)]
0x00004bb0 t=     0 op=0x0069 size=16 b08=0x00 diff=0xff pmask=0x0000  set_fire_delay args=[0x00000000(s=0,f=0)]
0x00004bc0 t=     0 op=0x005f size=12 b08=0x00 diff=0xff pmask=0x0000  clear_active_enemies_with_score_items args=[]
0x00004bcc t=     0 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0xffffffff(s=-1,f=nan), 0xffffffff(s=-1,f=nan)]
0x00004be0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000004(s=4,f=5.605194e-45)]
0x00004bf0 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00004c04 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000a8c(s=2700,f=3.783506e-42), 0x00000016(s=22,f=3.082857e-44)]
0x00004c18 t=     0 op=0x0099 size=12 b08=0x00 diff=0xff pmask=0x0000  copy_enemy_end_to_timeout_subroutine args=[]
0x00004c24 t=     0 op=0x0084 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current args=[0x00000000(s=0,f=0)]
0x00004c34 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x00004c48 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43200000(s=1126170624,f=160)]
0x00004c64 t=     0 op=0x007a size=244 b08=0x00 diff=0xf1 pmask=0x0000  start_spell_card id=58 score=22000000 field_00=0 name='霊符「夢想封印\u3000散」' owner='博麗霊夢'
0x00004d58 t=     0 op=0x007a size=244 b08=0x00 diff=0xf2 pmask=0x0000  start_spell_card id=59 score=22000000 field_00=0 name='霊符「夢想封印\u3000散」' owner='博麗霊夢'
0x00004e4c t=     0 op=0x007a size=244 b08=0x00 diff=0xf4 pmask=0x0000  start_spell_card id=60 score=22000000 field_00=0 name='散霊「夢想封印\u3000寂」' owner='博麗霊夢'
0x00004f40 t=     0 op=0x007a size=244 b08=0x00 diff=0xf8 pmask=0x0000  start_spell_card id=61 score=22000000 field_00=0 name='散霊「夢想封印\u3000寂」' owner='博麗霊夢'
0x00005034 t=    90 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00005044 t=    90 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000012c(s=300,f=4.203895e-43)]
0x00005054 t=    90 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000a8c(s=2700,f=3.783506e-42), 0x00000017(s=23,f=3.222986e-44)]
0x00005068 t=    90 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000003(s=3,f=4.203895e-45), 0x00000015(s=21,f=2.942727e-44)]
0x0000507c t=    90 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00005088 t=    90 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x0000509c t=    90 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000050b0 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000050c4 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x0000000c(s=12,f=1.681558e-44)]
0x000050d8 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000010(s=16,f=2.242078e-44)]
0x000050ec t=    90 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00005100 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000007(s=7,f=9.809089e-45)]
0x00005114 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000009(s=9,f=1.261169e-44)]
0x00005128 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000010(s=16,f=2.242078e-44)]
0x0000513c t=    90 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x0000001f(s=31,f=4.344025e-44)]
0x0000514c t=   150 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00005158 t=   150 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000010(s=16,f=2.242078e-44)]
0x0000516c t=   150 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40400000(s=1077936128,f=3)]
0x00005180 t=   150 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40800000(s=1082130432,f=4)]
0x00005194 t=   150 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40a00000(s=1084227584,f=5)]
0x000051a8 t=   150 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40c00000(s=1086324736,f=6)]
0x000051bc t=   150 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x000051d0 t=   150 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000020(s=32,f=4.484155e-44)]
0x000051e4 t=   150 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000023(s=35,f=4.904545e-44)]
0x000051f8 t=   150 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000028(s=40,f=5.605194e-44)]
0x0000520c t=   150 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0014  fire mode=2 type=11 color=15 count=($i32(10000),4) speed=($f(10023),0.8) angle=(0,0) flags=0x00000202
0x00005238 t=   150 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x0000524c t=   150 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461cc400(s=1176290304,f=10033), 0x40400000(s=1077936128,f=3)]
0x00005264 t=   150 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x00005278 t=   150 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000020(s=32,f=4.484155e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000001e(s=30,f=4.203895e-44), 0x00000001(s=1,f=1.401298e-45), 0x00000064(s=100,f=1.401298e-43)]
0x0000529c t=   150 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8000(s=1176272896,f=10016), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x000052b0 t=   150 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x000052c4 t=   150 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000052d4 t=   150 op=0x0068 size=44 b08=0x00 diff=0xff pmask=0x0004  fire mode=8 type=11 color=2 count=($i32(10039),1) speed=(5.5,0.8) angle=(3.141593,-3.141593) flags=0x00000202
