# ecldata4b.ecl
sha256: aa4c1d45accc12faa9fab021f3ba6a19f668e1edeaafcad04293483d4b18bcc6
header: subroutines=78 timelines=2 data_end=0x0000e540

## timeline 0 [0x0000c538, 0x0000dd80)
0x0000c538 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x000069c8 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000069ec t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00006a00 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002710(s=10000,f=1.401298e-41), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006a24 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00006a38 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006a5c t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00006a70 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002710(s=10000,f=1.401298e-41), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006a94 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00006aa8 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006acc t=    90 op=0x0007 size=20 b08=0x00 diff=0xf3 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f490fdb(s=1061752795,f=0.7853982)]
0x00006ae0 t=    90 op=0x0007 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3ec90fdb(s=1053364187,f=0.3926991)]
0x00006af4 t=    90 op=0x0007 size=20 b08=0x00 diff=0xf3 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbb798f7d(s=-1149661315,f=-0.003807991)]
0x00006b08 t=    90 op=0x0007 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbb798f7d(s=-1149661315,f=-0.003807991)]
0x00006b1c t=    90 op=0x0007 size=20 b08=0x00 diff=0xf3 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f088889(s=1057523849,f=0.5333334)]
0x00006b30 t=    90 op=0x0007 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40088889(s=1074301065,f=2.133333)]
0x00006b44 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002714(s=10004,f=1.401859e-41), 0x00000078(s=120,f=1.681558e-43)]
0x00006b58 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002714(s=10004,f=1.401859e-41), 0x00000078(s=120,f=1.681558e-43)]
0x00006b6c t=    90 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002714(s=10004,f=1.401859e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00006b80 t=    90 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002714(s=10004,f=1.401859e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00006b94 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00006ba8 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000047(s=71,f=9.949219e-44)]
0x00006bbc t=    90 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00006bc8 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00006bdc t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006c00 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00006c14 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002710(s=10000,f=1.401298e-41), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006c38 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00006c4c t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006c70 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00006c84 t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002710(s=10000,f=1.401298e-41), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006ca8 t=    90 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00006cbc t=    90 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000034(s=52,f=7.286752e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00006ce0 t=   190 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000005a(s=90,f=1.261169e-43), 0x00000000(s=0,f=0)]
0x00006cf4 sub-footer

## sub 48 [0x00006d00, 0x00006e60)
0x00006d00 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002714(s=10004,f=1.401859e-41)]
0x00006d10 t=     0 op=0x0074 size=16 b08=0x00 diff=0xff pmask=0x0000  select_laser_handle args=[0x00000000(s=0,f=0)]
0x00006d20 t=     0 op=0x0072 size=64 b08=0x00 diff=0xf3 pmask=0x0006  spawn_laser aim_mode=absolute laser_type=1 color=$i16(10001) angle=$f(10077) speed=0 tail_distance=0 head_distance=320 max_length=320 width=16 warmup_frames=60 active_frames=150 fade_frames=20 collision_enable_frame=60 collision_disable_frame=20 flags=6
0x00006d60 t=     0 op=0x0072 size=64 b08=0x00 diff=0xfc pmask=0x0006  spawn_laser aim_mode=absolute laser_type=1 color=$i16(10001) angle=$f(10077) speed=0 tail_distance=0 head_distance=320 max_length=320 width=16 warmup_frames=60 active_frames=200 fade_frames=10 collision_enable_frame=60 collision_disable_frame=10 flags=6
0x00006da0 t=     0 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000010(s=16,f=2.242078e-44)]
0x00006db0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf3 pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x000000e6(s=230,f=3.222986e-43)]
0x00006dc4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x0000010e(s=270,f=3.783506e-43)]
0x00006dd8 t=     0 op=0x00a7 size=20 b08=0x00 diff=0xff pmask=0x0002  set_laser_angle args=[0x00000000(s=0,f=0), 0x461d7400(s=1176335360,f=10077)]
0x00006dec t=     0 op=0x0077 size=28 b08=0x00 diff=0xff pmask=0x0000  set_laser_origin args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00006e08 t=     1 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xffffffd0(s=-48,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00006e20 t=     1 op=0x0002 size=16 b08=0x00 diff=0xf3 pmask=0x0000  reset_timer args=[0x00000064(s=100,f=1.401298e-43)]
0x00006e30 t=     1 op=0x0002 size=16 b08=0x00 diff=0xfc pmask=0x0000  reset_timer args=[0x0000001e(s=30,f=4.203895e-44)]
0x00006e40 t=     1 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffed0(s=-304,f=nan)]
0x00006e54 sub-footer

## sub 49 [0x00006e60, 0x000070c8)
0x00006e60 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000021(s=33,f=4.624285e-44)]
0x00006e74 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00006e88 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000001c(s=28,f=3.923636e-44)]
0x00006e9c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000012(s=18,f=2.522337e-44)]
0x00006eb0 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00006ec8 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=1 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x00006ef4 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00006f04 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00006f1c t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=2 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x00006f48 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00006f58 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00006f70 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=3 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x00006f9c t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00006fac t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00006fc4 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=4 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x00006ff0 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00007000 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00007018 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=5 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x00007044 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00007054 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x0000706c t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=6 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000202
0x00007098 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x000070a8 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffe08(s=-504,f=nan)]
0x000070bc sub-footer

## sub 50 [0x000070c8, 0x00007330)
0x000070c8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000021(s=33,f=4.624285e-44)]
0x000070dc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x000070f0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000001c(s=28,f=3.923636e-44)]
0x00007104 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000012(s=18,f=2.522337e-44)]
0x00007118 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00007130 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=1 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000200
0x0000715c t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x0000716c t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00007184 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=2 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000200
0x000071b0 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x000071c0 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x000071d8 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=3 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000200
0x00007204 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00007214 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x0000722c t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=4 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000200
0x00007258 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00007268 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x00007280 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=5 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000200
0x000072ac t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x000072bc t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077), 0x40490fdb(s=1078530011,f=3.141593)]
0x000072d4 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=6 count=(1,1) speed=(2,0.9) angle=($f(10016),0.04908739) flags=0x00000200
0x00007300 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00007310 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffe08(s=-504,f=nan)]
0x00007324 sub-footer

## sub 51 [0x00007330, 0x00007634)
0x00007330 t=   300 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x0000733c t=   300 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000078(s=120,f=1.681558e-43)]
0x00007350 t=   300 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00007364 t=   300 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x00007378 t=   300 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000003c(s=60,f=8.407791e-44)]
0x0000738c t=   300 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x000073a0 t=   300 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x000073b4 t=   300 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x000073c8 t=   300 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x000073dc t=   300 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fb33333(s=1068708659,f=1.4)]
0x000073f0 t=   300 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fb33333(s=1068708659,f=1.4)]
0x00007404 t=   300 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f666666(s=1063675494,f=0.9)]
0x00007418 t=   300 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f666666(s=1063675494,f=0.9)]
0x0000742c t=   300 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461cf800(s=1176303616,f=10046), 0x43000000(s=1124073472,f=128), 0x0000012c(s=300,f=4.203895e-43), 0x00000030(s=48,f=6.726233e-44)]
0x00007448 t=   300 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40600000(s=1080033280,f=3.5)]
0x0000745c t=   300 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=0 kind=128 wait_for_clear=0 int_0=60 int_1=1 float_0=0 float_1=$f(10016)
0x00007484 t=   300 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x00007498 t=   300 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=13 color=2 count=(1,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000282
0x000074c4 t=   300 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x000074d8 t=   300 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=12 color=4 count=(1,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000282
0x00007504 t=   300 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x00007518 t=   300 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=13 color=6 count=(1,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000282
0x00007544 t=   300 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x00007558 t=   300 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=12 color=8 count=(1,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000282
0x00007584 t=   300 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x00007598 t=   300 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=13 color=10 count=(1,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000282
0x000075c4 t=   300 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x000075d8 t=   300 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0050  fire mode=3 type=12 color=13 count=(1,1) speed=($f(10017),0.9) angle=($f(10016),0.04908739) flags=0x00000282
0x00007604 t=   300 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x00007614 t=   300 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000012c(s=300,f=4.203895e-43), 0xfffffdc8(s=-568,f=nan)]
0x00007628 sub-footer

## sub 52 [0x00007634, 0x00007780)
0x00007634 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0001  set_primary_animation args=[0x00002710(s=10000,f=1.401298e-41)]
0x00007644 t=     0 op=0x00ae size=16 b08=0x00 diff=0xff pmask=0x0000  replace_enemy_effect args=[0x00000001(s=1,f=1.401298e-45)]
0x00007654 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00007668 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000c8(s=200,f=2.802597e-43)]
0x00007678 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00007688 t=     0 op=0x0052 size=16 b08=0x00 diff=0xff pmask=0x0000  set_minimum_fire_distance args=[0x00000000(s=0,f=0)]
0x00007698 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x000000ff(s=255,f=3.573311e-43)]
0x000076ac t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000000(s=0,f=0)]
0x000076c0 t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x00000008(s=8,f=1.121039e-44), 0x00000000(s=0,f=0)]
0x000076d4 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x000e  move_from_current args=[0x00000078(s=120,f=1.681558e-43), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x000076f0 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x00007700 t=   120 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00007530(s=30000,f=4.203895e-41), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
