# ecldata5.ecl
sha256: 3148f45faf78bd8211a956edcdc353be73d2781995d3dadd36bdca8132f8fe19
header: subroutines=90 timelines=1 data_end=0x0000b878

## timeline 0 [0x0000a674, 0x0000b878)
0x0000a674 t=   260 op=0x00 size=32 diff=0xff  spawn_enemy sub=2 pos=(192,-16) rest=[0x000002bc, 0xfffffffe, 0x000003e8]
0x00003cc0 t=     0 op=0x002a size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ne args=[0x00002710(s=10000,f=1.401298e-41), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000058(s=88,f=1.233143e-43)]
0x00003cdc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=-1.570796 float_1=$f(10023)
0x00003d04 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x0000003c(s=60,f=8.407791e-44)]
0x00003d18 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=1.570796 float_1=$f(10023)
0x00003d40 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16384 wait_for_clear=0 int_0=2 int_1=4 float_0=-1 float_1=-1
0x00003d68 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8800(s=1176274944,f=10018), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x00003d7c t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8800(s=1176274944,f=10018)]
0x00003d8c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x00003da0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x00003db4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x00003dc8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x00003ddc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00003df0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00003e04 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00003e18 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000009(s=9,f=1.261169e-44)]
0x00003e2c t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x00c4  fire mode=1 type=2 color=2 count=($i32(10007),1) speed=(3,0.8) angle=($f(10018),$f(10023)) flags=0x00006242
0x00003e58 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461d0800(s=1176307712,f=10050), 0x42c00000(s=1119879168,f=96), 0x00000000(s=0,f=0), 0x00000048(s=72,f=1.008935e-43)]
0x00003e74 t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x00c0  fire mode=0 type=3 color=6 count=(3,1) speed=(3,0.8) angle=($f(10018),$f(10023)) flags=0x00000202
0x00003ea0 t=     1 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xfffffd54(s=-684,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00003eb8 t=     1 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00003ec4 sub-footer

## sub 41 [0x00003ed0, 0x000041fc)
0x00003ed0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8800(s=1176274944,f=10018), 0x461d8800(s=1176340480,f=10082)]
0x00003ee4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000040(s=64,f=8.96831e-44)]
0x00003ef8 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=0 int_0=120 int_1=-1 float_0=-1 float_1=-1
0x00003f20 t=     0 op=0x0021 size=20 b08=0x00 diff=0xff pmask=0x0003  set_cos args=[0x461c8000(s=1176272896,f=10016), 0x461c8800(s=1176274944,f=10018)]
0x00003f34 t=     0 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8000(s=1176272896,f=10016), 0x42800000(s=1115684864,f=64)]
0x00003f48 t=     0 op=0x0020 size=20 b08=0x00 diff=0xff pmask=0x0003  set_sin args=[0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x00003f5c t=     0 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8400(s=1176273920,f=10017), 0x42800000(s=1115684864,f=64)]
0x00003f70 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0003  set_emission_offset args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00003f84 t=     0 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002710(s=10000,f=1.401298e-41), 0x00002734(s=10036,f=1.406343e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00003f9c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3f800000(s=1065353216,f=1)]
0x00003fb0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3f800000(s=1065353216,f=1)]
0x00003fc4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fb33333(s=1068708659,f=1.4)]
0x00003fd8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3fb33333(s=1068708659,f=1.4)]
0x00003fec t=     0 op=0x002a size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ne args=[0x00002710(s=10000,f=1.401298e-41), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000058(s=88,f=1.233143e-43)]
0x00004008 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=-1.570796 float_1=$f(10023)
0x00004030 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x0000003c(s=60,f=8.407791e-44)]
0x00004044 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=1.570796 float_1=$f(10023)
0x0000406c t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16384 wait_for_clear=0 int_0=2 int_1=8 float_0=-1 float_1=-1
0x00004094 t=     0 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8800(s=1176274944,f=10018), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x000040a8 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8800(s=1176274944,f=10018)]
0x000040b8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x000040cc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x000040e0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x000040f4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3dc90fdb(s=1036586971,f=0.09817477)]
0x00004108 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x0000411c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00004130 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00004144 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000007(s=7,f=9.809089e-45)]
0x00004158 t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x00c4  fire mode=1 type=2 color=6 count=($i32(10007),1) speed=(3,0.8) angle=($f(10018),$f(10023)) flags=0x00006242
0x00004184 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461d0800(s=1176307712,f=10050), 0x42c00000(s=1119879168,f=96), 0x00000000(s=0,f=0), 0x00000048(s=72,f=1.008935e-43)]
0x000041a0 t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x00c0  fire mode=0 type=3 color=6 count=(3,1) speed=(4,0.8) angle=($f(10018),$f(10023)) flags=0x00000202
0x000041cc t=     1 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xfffffd54(s=-684,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x000041e4 t=     1 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x000041f0 sub-footer

## sub 42 [0x000041fc, 0x0000426c)
0x000041fc t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x0000420c t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00004220 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00004230 t=     0 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0003  set_velocity_polar args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00004244 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00004254 t=  5001 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00004260 sub-footer

## sub 43 [0x0000426c, 0x000042bc)
0x0000426c t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0xffffffff(s=-1,f=nan)]
0x0000427c t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000001(s=1,f=1.401298e-45), 0x43800000(s=1132462080,f=256), 0xc2000000(s=-1040187392,f=-32)]
0x00004298 t=     0 op=0x004c size=12 b08=0x00 diff=0xff pmask=0x0000  clear_movement_bounds args=[]
0x000042a4 t=    60 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000042b0 sub-footer

## sub 44 [0x000042bc, 0x0000431c)
0x000042bc t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0xffffffff(s=-1,f=nan)]
0x000042cc t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000001(s=1,f=1.401298e-45), 0x43800000(s=1132462080,f=256), 0xc2000000(s=-1040187392,f=-32)]
0x000042e8 t=     0 op=0x008d size=16 b08=0x00 diff=0xff pmask=0x0000  spawn_item args=[0x00000005(s=5,f=7.006492e-45)]
0x000042f8 t=     0 op=0x004c size=12 b08=0x00 diff=0xff pmask=0x0000  clear_movement_bounds args=[]
0x00004304 t=    60 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00004310 sub-footer

## sub 45 [0x0000431c, 0x00004594)
0x0000431c t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x0000432c t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x00004340 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000140(s=320,f=4.484155e-43)]
0x00004350 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00002af8(s=11000,f=1.541428e-41)]
0x00004360 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43000000(s=1124073472,f=128)]
0x0000437c t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000618(s=1560,f=2.186026e-42), 0x0000002b(s=43,f=6.025583e-44)]
0x00004390 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000001(s=1,f=1.401298e-45)]
0x000043a0 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x0000002c(s=44,f=6.165713e-44)]
0x000043b0 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000000(s=0,f=0)]
0x000043c0 t=   180 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x000043d4 t=   180 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000002e(s=46,f=6.445973e-44)]
0x000043e8 t=   180 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000001(s=1,f=1.401298e-45), 0x0000002f(s=47,f=6.586103e-44)]
0x000043fc t=   180 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000010(s=16,f=2.242078e-44)]
0x00004410 t=   180 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_sub args=[0x461c8000(s=1176272896,f=10016), 0x461d0000(s=1176305664,f=10048), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00004428 t=   180 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f800000(s=1065353216,f=1)]
0x0000443c t=   180 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x0000444c t=   180 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x0000002a(s=42,f=5.885454e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00004470 t=   180 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00004484 t=   180 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x00004498 t=   180 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x000000b4(s=180,f=2.522337e-43), 0xffffffa4(s=-92,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x000044b0 t=   350 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000010(s=16,f=2.242078e-44)]
0x000044c4 t=   350 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f800000(s=1065353216,f=1)]
0x000044d8 t=   350 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_sub args=[0x461c8000(s=1176272896,f=10016), 0x461d0000(s=1176305664,f=10048), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x000044f0 t=   350 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00004500 t=   350 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x0000002a(s=42,f=5.885454e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00004524 t=   350 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0000  set_emission_offset args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x00004538 t=   350 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x0000454c t=   350 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x0000015e(s=350,f=4.904545e-43), 0xffffffa4(s=-92,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00004564 t=   350 op=0x001e size=16 b08=0x00 diff=0xff pmask=0x0001  increment_int args=[0x00002737(s=10039,f=1.406764e-41)]
0x00004574 t=   520 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x000000b4(s=180,f=2.522337e-43), 0xfffffe88(s=-376,f=nan)]
0x00004588 sub-footer

## sub 46 [0x00004594, 0x000048a4)
0x00004594 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x000045a8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000040(s=64,f=8.96831e-44)]
0x000045bc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=0 int_0=120 int_1=-1 float_0=-1 float_1=-1
0x000045e4 t=     0 op=0x0021 size=20 b08=0x00 diff=0xff pmask=0x0003  set_cos args=[0x461c8000(s=1176272896,f=10016), 0x461c8800(s=1176274944,f=10018)]
0x000045f8 t=     0 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8000(s=1176272896,f=10016), 0x42800000(s=1115684864,f=64)]
0x0000460c t=     0 op=0x0020 size=20 b08=0x00 diff=0xff pmask=0x0003  set_sin args=[0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x00004620 t=     0 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8400(s=1176273920,f=10017), 0x42800000(s=1115684864,f=64)]
0x00004634 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0003  set_emission_offset args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00004648 t=     0 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002710(s=10000,f=1.401298e-41), 0x00002734(s=10036,f=1.406343e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00004660 t=     0 op=0x002a size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ne args=[0x00002710(s=10000,f=1.401298e-41), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000080(s=128,f=1.793662e-43)]
0x0000467c t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=-1.570796 float_1=1.1
0x000046a4 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16384 wait_for_clear=0 int_0=2 int_1=4 float_0=-1 float_1=-1
0x000046cc t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000064(s=100,f=1.401298e-43)]
0x000046e0 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=1.570796 float_1=1.1
0x00004708 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16384 wait_for_clear=0 int_0=2 int_1=3 float_0=-1 float_1=-1
0x00004730 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8800(s=1176274944,f=10018), 0x3e3d3c19(s=1044200473,f=0.1847996)]
0x00004744 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8800(s=1176274944,f=10018)]
0x00004754 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x00004768 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e060a92(s=1040583314,f=0.1308997)]
0x0000477c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e060a92(s=1040583314,f=0.1308997)]
0x00004790 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3e060a92(s=1040583314,f=0.1308997)]
0x000047a4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000047b8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x000047cc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000005(s=5,f=7.006492e-45)]
0x000047e0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000007(s=7,f=9.809089e-45)]
0x000047f4 t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x00c4  fire mode=1 type=2 color=2 count=($i32(10007),1) speed=(3,0.8) angle=($f(10018),$f(10023)) flags=0x00006242
0x00004820 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461d0800(s=1176307712,f=10050), 0x42c00000(s=1119879168,f=96), 0x00000000(s=0,f=0), 0x00000048(s=72,f=1.008935e-43)]
0x0000483c t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=0 type=3 color=6 count=(3,1) speed=(4,0.8) angle=($f(10018),0.09817477) flags=0x00000202
0x00004868 t=     0 op=0x001e size=16 b08=0x00 diff=0xff pmask=0x0001  increment_int args=[0x00002734(s=10036,f=1.406343e-41)]
0x00004878 t=     4 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffd6c(s=-660,f=nan)]
0x0000488c t=     4 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00004898 sub-footer

## sub 47 [0x000048a4, 0x00004bb4)
0x000048a4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x000048b8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000040(s=64,f=8.96831e-44)]
0x000048cc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=8192 wait_for_clear=0 int_0=120 int_1=-1 float_0=-1 float_1=-1
0x000048f4 t=     0 op=0x0021 size=20 b08=0x00 diff=0xff pmask=0x0003  set_cos args=[0x461c8000(s=1176272896,f=10016), 0x461c8800(s=1176274944,f=10018)]
0x00004908 t=     0 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8000(s=1176272896,f=10016), 0x42800000(s=1115684864,f=64)]
0x0000491c t=     0 op=0x0020 size=20 b08=0x00 diff=0xff pmask=0x0003  set_sin args=[0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x00004930 t=     0 op=0x0011 size=20 b08=0x00 diff=0xff pmask=0x0001  mul_float args=[0x461c8400(s=1176273920,f=10017), 0x42800000(s=1115684864,f=64)]
0x00004944 t=     0 op=0x006e size=20 b08=0x00 diff=0xff pmask=0x0003  set_emission_offset args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00004958 t=     0 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002710(s=10000,f=1.401298e-41), 0x00002734(s=10036,f=1.406343e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00004970 t=     0 op=0x002a size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ne args=[0x00002710(s=10000,f=1.401298e-41), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000080(s=128,f=1.793662e-43)]
0x0000498c t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=64 wait_for_clear=1 int_0=60 int_1=1 float_0=-1.570796 float_1=1.1
0x000049b4 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=2 kind=16384 wait_for_clear=0 int_0=2 int_1=8 float_0=-1 float_1=-1
0x000049dc t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000064(s=100,f=1.401298e-43)]
